"インタフェースの基本的な役割は何か？","インタフェースは、クラスに「これらのメソッドを必ず持つこと」を約束させるための型です。実装（処理の中身）は書かず、メソッドのシグニチャだけを列挙します。例えば、`interface Printer { void print(); }` は「`print()` メソッドを必ず持て」という契約を表します。","java Chapter5 basic interface"
"`interface Printer { void print(); }` は何を約束しているか？","`interface Printer { void print(); }` は、「このインタフェースを実装するクラスは必ず `print()` メソッドを持つこと」という契約を表します。実際の出力処理内容はクラス側で自由に実装しますが、`print()` という名前・引数・戻り値のメソッドが存在すること自体は強制されます。","java Chapter5 basic interface"
"インタフェースのdefaultメソッドとは何か？","defaultメソッドは、インタフェース内に「標準実装つき」で定義されるメソッドです。実装クラス側がオーバーライドをしなくても、そのdefaultの実装をそのまま利用できます。インタフェースが「とりあえずこの動きにしておくね」という初期実装を提供するイメージです。<br><br>例：<pre><code>interface Greeter {\n    default void greet() {\n        System.out.println(\"Hello!\");\n    }\n}</code></pre>","java Chapter5 basic interface default-method"
"インタフェースのdefaultメソッドを実装クラスがオーバーライドしない場合、どうなるか？","インタフェースに定義されたdefaultメソッドは、実装クラスでオーバーライドされなければ、そのまま利用されます。つまり、クラス側にメソッド実装を書かなくても、インタフェース側の標準実装が呼び出されます。<br><br>例：<pre><code>interface Greeter {\n    default void greet() {\n        System.out.println(\"Hello!\");\n    }\n}\n\nclass A implements Greeter { }\n\nnew A().greet(); // \"Hello!\" を出力</code></pre>","java Chapter5 basic interface default-method"
"Java 9以降、インタフェース内に`private`メソッドを書ける目的は何か？","Java 9以降、インタフェース内に`private`メソッドを定義できるようになりました。目的は、複数のdefaultメソッドで共通する処理を1か所にまとめて再利用することです。これにより、defaultメソッド内のコード重複を減らし、インタフェース内部のヘルパー処理を隠蔽できます。<br><br>例：<pre><code>interface Calculator {\n    default int addAndDouble(int a, int b) {\n        return doubleValue(add(a, b));\n    }\n    private int add(int a, int b) {\n        return a + b;\n    }\n    private int doubleValue(int x) {\n        return x * 2;\n    }\n}</code></pre>","java Chapter5 basic interface private-method"
"インタフェース内の`private`メソッドにはどこからアクセスできるか？","インタフェース内の`private`メソッドは、そのインタフェースの内部からのみアクセスできます。インタフェースを実装したクラスや、インタフェースの外部コードからは呼び出すことができません。あくまで「インタフェース内部専用のヘルパー」として機能します。","java Chapter5 basic interface private-method"
"クラスがすべて`Object`を親に持つことは、インタフェースに`toString()`などを書いたときにどう影響するか？","全てのクラスの親は`Object`であり、`toString()`や`equals()`などのメソッドはすべてのクラスに最初から存在します。そのため、インタフェース側に`toString()`などを宣言しても「新しいメソッドを増やしている」のではなく、「既に存在する`toString()`をインタフェースとして改めて契約している」に過ぎません。インタフェースに`default`実装を書いたとしても、最終的な振る舞いはクラス側でオーバーライドした`toString()`が使われます。","java Chapter5 basic interface object-method"
"抽象クラスとは何か？そのインスタンス化可否も含めて説明せよ。","抽象クラスは`abstract`修飾子が付いたクラスで、「完全な設計図ではなく途中まで書いた設計図」のような存在です。抽象メソッドなどを含み、共通の性質やインタフェースをまとめますが、自身を直接`new`してインスタンス化することはできません。<br><br>例：<pre><code>abstract class Shape {\n    abstract double area();\n}</code></pre>","java Chapter5 basic abstract-class"
"抽象メソッドとは何か？","抽象メソッドは、本体（処理）がなくシグニチャだけが宣言されたメソッドです。`abstract`修飾子を持ち、実際の処理はサブクラスに実装を任せます。抽象メソッドを1つでも含むクラスは、必ず抽象クラスになります。<br><br>例：<pre><code>abstract double area();</code></pre>","java Chapter5 basic abstract-method"
"抽象クラスを継承した具象クラスには、抽象メソッドについてどのような義務があるか？","抽象クラスを継承した具象クラス（普通のクラス）は、その抽象クラスが持つ抽象メソッドをすべてオーバーライドして具体的な実装を提供する義務があります。これを満たさない場合、そのクラス自体も抽象クラスにせざるを得ません。<br><br>例：<pre><code>abstract class Shape {\n    abstract double area();\n}\n\nclass Circle extends Shape {\n    private double r;\n    Circle(double r) { this.r = r; }\n\n    @Override\n    double area() {\n        return Math.PI * r * r;\n    }\n}</code></pre>","java Chapter5 basic abstract-class override"
"抽象クラス型の変数に具象クラスのインスタンスを代入した場合、メソッド呼び出し時にどの実装が動くか？","変数の型が抽象クラスであっても、中身が具象クラスのインスタンスなら、その具象クラスのオーバーライドしたメソッド実装が実行されます。これは多態性（ポリモーフィズム）の一例で、親型として共通インタフェースを提供しつつ、実際の挙動はサブクラスごとに変えられます。<br><br>例：<pre><code>Shape s = new Circle(2.0);\nSystem.out.println(s.area()); // Circleのarea()が呼ばれる</code></pre>","java Chapter5 basic abstract-class polymorphism"
"オーバーライドの大前提（シグニチャ）を説明せよ。","オーバーライドとは、親クラスのメソッドを子クラスで「同じ名前＋同じ引数リスト」で書き直すことです。このとき、メソッド名と引数の型・個数・順番からなるシグニチャが親クラスと完全に一致していなければオーバーライドとは認められません。シグニチャが異なると、それは別メソッド（オーバーロード）扱いになります。","java Chapter5 basic override signature"
"オーバーライド時の戻り値型に関するルールを説明せよ。","オーバーライド時の戻り値型は、原則として親クラスの戻り値型と同じでなければなりません。ただし戻り値型が参照型の場合に限り、親の戻り値型のサブクラス型に「狭める」こと（共変戻り値型）は認められます。<br><br>例：<pre><code>class Animal {}\nclass Dog extends Animal {}\n\nclass Parent {\n    Animal create() { return new Animal(); }\n}\nclass Child extends Parent {\n    @Override\n    Dog create() { return new Dog(); } // OK（Animalのサブクラス）\n}</code></pre>","java Chapter5 basic override return-type"
"オーバーライド時のアクセス修飾子に関するルールを説明せよ。","オーバーライドでは、子クラス側のアクセス修飾子を親クラスより狭くすることはできません。親が`public`なら子も`public`のみ、親が`protected`なら子は`protected`か`public`にできますが`private`にはできません。理由は、親型として見たときに呼べていたメソッドが、子クラス型では見えなくなると利用側が困るためです。","java Chapter5 basic override access-modifier"
"`static`メソッドと`final`メソッドはオーバーライドとどのような関係にあるか？","`static`メソッドはオーバーライドできません。同名・同シグニチャの`static`メソッドを子クラスに定義すると「隠蔽」として扱われ、別メソッドとして解釈されます。また、`final`メソッドは設計上オーバーライド禁止であり、子クラスで同じシグニチャのインスタンスメソッドを定義することはコンパイルエラーになります。","java Chapter5 basic override static final"
"親子が同名フィールドを持つ場合、どちらのフィールドが参照されるかを決める要素は何か？","親クラスと子クラスが同名フィールドを持つ場合、そのフィールド参照がどちらを向くかは「変数の型」で決まります。インスタンスの実際の型では切り替わらず、変数宣言時の型に対応するクラスのフィールドが参照されます。<br><br>例：<pre><code>class Parent {\n    String name = \"parent\";\n}\nclass Child extends Parent {\n    String name = \"child\";\n}\n\nParent p = new Child();\nSystem.out.println(p.name); // \"parent\" と表示</code></pre>","java Chapter5 basic field-vs-method field"
"メソッド呼び出しで実際にどの実装が動くかを決める要素は何か？","メソッド呼び出しでは、実際にどの実装が動くかは「実オブジェクトの型」によって決まります。親型の変数であっても、中身が子クラスのインスタンスなら子クラスでオーバーライドされたメソッドが呼ばれます。<br><br>例：<pre><code>class Parent {\n    String getName() { return \"parent\"; }\n}\nclass Child extends Parent {\n    @Override\n    String getName() { return \"child\"; }\n}\n\nParent p = new Child();\nSystem.out.println(p.getName()); // \"child\"</code></pre>","java Chapter5 basic field-vs-method method"
"ポリモーフィズム（多態性）とは何か？","ポリモーフィズム（多態性）とは、「親型の変数に複数の子クラスのインスタンスを入れて使う」ことを指します。これにより、`Animal`型の変数に`Dog`や`Cat`などさまざまなサブクラスのインスタンスを代入しつつ、共通の操作（`move()`, `eat()`など）を同じコードで扱えるようになります。<br><br>例：<pre><code>Animal a = new Dog();\na = new Cat();</code></pre>","java Chapter5 basic polymorphism"
"`Animal a = new Dog();` のとき、`a` から呼び出せるメソッドは何で決まるか？","`Animal a = new Dog();` の場合、`a` から呼び出せるメソッドは変数`a`の型である`Animal`に宣言されているメソッドだけです。`Dog`固有の`bark()`メソッドがあっても、`a.bark()`はコンパイルエラーになります。コンパイラは変数の静的型（`Animal`）だけを見て「そのメソッドは知らない」と判断します。","java Chapter5 basic polymorphism method-set"
