"インタフェースは「クラスに、これらのメソッドを必ず持ってね」という {{c1::約束だけを書く型}} である。","【解説】<br>インタフェースはメソッドのシグニチャだけを列挙し、実装は持ちません。クラスに対して「このメソッド群を必ず提供すること」を強制する契約の役割を持ちます。<br><br>例：<pre><code>interface Printer {<br>    void print();<br>}</code></pre>","java Chapter5 cloze interface"
"`interface Printer { void print(); }` は「クラスは必ず {{c1::print()}} メソッドを持つこと」を約束させる。","【解説】<br>インタフェース`Printer`を実装するクラスは、必ず`void print()`メソッドを定義しなければなりません。こうしてインタフェースは、クラスに対する契約を型レベルで表現します。<br><pre><code>interface Printer {<br>    void print();<br>}</code></pre>","java Chapter5 cloze interface"
"インタフェース内で「標準実装つき」のメソッドを書くには {{c1::default}} キーワードを使う。","【解説】<br>`default`メソッドを使うことで、インタフェース側でメソッドの標準実装を提供できます。実装クラスはそのまま使ってもよいし、必要に応じてオーバーライドすることもできます。<br><pre><code>interface Greeter {<br>    default void greet() {<br>        System.out.println(\"Hello!\");<br>    }<br>}</code></pre>","java Chapter5 cloze interface default-method"
"インタフェースのdefaultメソッドを実装クラスがオーバーライドしない場合、{{c1::インタフェース側の実装}} がそのまま使われる。","【解説】<br>defaultメソッドは「なにも書かなければこの実装」という初期値のような立場です。実装クラスで別の実装を提供しない限り、インタフェースで定義した実装が呼び出されます。<br><pre><code>interface Greeter {<br>    default void greet() {<br>        System.out.println(\"Hello!\");<br>    }<br>}<br><br>class A implements Greeter { }<br><br>new A().greet(); // \"Hello!\"</code></pre>","java Chapter5 cloze interface default-method"
"Java 9以降、インタフェース内で {{c1::private}} メソッドを定義できるようになった主目的は、複数のdefaultメソッドの {{c2::共通処理}} をまとめることにある。","【解説】<br>インタフェース内の`private`メソッドは、インタフェース外や実装クラスからは見えず、インタフェース内部専用のヘルパーメソッドとして機能します。複数のdefaultメソッドから同じ処理を呼び出すことで、重複コードを減らせます。<br><pre><code>interface Calculator {<br>    default int addAndDouble(int a, int b) {<br>        return doubleValue(add(a, b));<br>    }<br>    private int add(int a, int b) {<br>        return a + b;<br>    }<br>    private int doubleValue(int x) {<br>        return x * 2;<br>    }<br>}</code></pre>","java Chapter5 cloze interface private-method"
"インタフェース内の`private`メソッドは {{c1::インタフェースの外からも実装クラスからも呼び出せない}}。","【解説】<br>`private`メソッドはインタフェース宣言の内部だけで利用できるヘルパーです。実装クラスや別のパッケージからは一切呼び出せず、インタフェース内部の実装詳細を隠蔽します。","java Chapter5 cloze interface private-method"
"すべてのクラスの親は {{c1::Object}} であり、`toString`, `equals`, `hashCode` などは最初から全クラスに存在する。","【解説】<br>Javaではクラスを明示的に継承しなくても`Object`を暗黙的に継承します。そのため、`toString`・`equals`・`hashCode`といったメソッドは常に利用可能で、インタフェースにそれらを宣言しても「新規のメソッド追加」にはなりません。","java Chapter5 cloze object-method"
"インタフェースに`toString()`を宣言しても、「新しいメソッドを増やしている」のではなく {{c1::既にある`toString()`を契約として言い直している}} と考えられる。","【解説】<br>`Object`由来のメソッドはすべてのクラスに存在するため、インタフェースに改めて`toString()`を宣言するのは「このインタフェースを通じても`toString()`を必ず提供します」という契約の明文化です。実際の振る舞いはクラス側のオーバーライド実装に従います。","java Chapter5 cloze object-method interface"
"抽象クラスは {{c1::abstract}} 修飾子が付いたクラスで、「{{c2::途中まで書いた設計図}}」のイメージを持つ。","【解説】<br>抽象クラスは、共通のフィールドやメソッド、抽象メソッドをまとめるためのクラスです。完全な実装を提供せず、一部をサブクラスに任せるため、自身を直接`new`して使うことはできません。<br><pre><code>abstract class Shape {<br>    abstract double area();<br>}</code></pre>","java Chapter5 cloze abstract-class"
"抽象クラスは {{c1::直接`new`できない}}（インスタンス化不可）という制約を持つ。","【解説】<br>抽象クラスは不完全な設計図であり、少なくとも1つの抽象メソッドを含むか、設計上「単独では使わせたくない」クラスです。そのため、`new Shape()`のようなインスタンス化はコンパイルエラーになります。","java Chapter5 cloze abstract-class"
