"前置インクリメント（++x）は、式が評価される前か後か、いつ変数の値を1増やすか？","式が評価される「前」に変数の値を1増やす。<br><br>【解説】<br>Java言語仕様では、前置演算子に対して「値を読み出すタイミング」と「変数に書き戻すタイミング」が定義されている。コンパイラは変数の現在値を一時保持し、加算後に代入するバイトコードを生成する。貯金箱の例えでは「コインを1枚入れてから残高を見る」操作に相当する。<br><pre><code>int x = 5;<br>int a = ++x;   // xは6になり、aも6</code></pre>","java Chapter3 increment evaluation-order"
"式が評価される「前」に変数の値を1増やす演算子は何か？","前置インクリメント（++x）である。<br><br>【解説】<br>前置では「先に増やしてから式の値として返す」ため、式が評価される前に変数が更新される。後置（x++）と混同しないよう、評価順序を意識することが重要。<br><pre><code>int x = 5;<br>int a = ++x;   // a は 6, x は 6</code></pre>","java Chapter3 increment evaluation-order"
"後置インクリメント（x++）は、式の値として何を返すか？","「増やす前の値」を式の値として返す。<br><br>【解説】<br>後置では「式が評価された後」に変数の値を1増やす。式として評価される時点ではまだ増えていない値が返り、その後に変数が更新される。貯金箱の例えでは「いったん残高をメモしてからコインを1枚入れる」操作。<br><pre><code>int x = 5;<br>int b = x++;   // b は 5（増やす前）、その後 x は 6</code></pre>","java Chapter3 increment evaluation-order"
"「増やす前の値」を式の値として返すインクリメントはどちらか？","後置インクリメント（x++）である。<br><br>【解説】<br>後置は式が評価された後に変数を更新するため、式としての値は更新前の値になる。x = x++ のような同一変数での複雑な式は避け、一時変数や複数行に分けることが推奨される。<br><pre><code>int b = x++;   // 式の値は増加前の値</code></pre>","java Chapter3 increment evaluation-order"
"Objectクラスのequalsメソッドのシグネチャは何か？","public boolean equals(Object obj) である。<br><br>【解説】<br>クラスが等価性を独自定義する場合は、このシグネチャを保ったままオーバーライドする必要がある。引数型を変えて boolean equals(MyClass other) と書くとオーバーロードになり、MapやSetは equals(Object) を呼ぶため期待通りに動かない。<br><pre><code>@Override<br>public boolean equals(Object obj) {<br>    if (this == obj) return true;<br>    if (!(obj instanceof Person other)) return false;<br>    return name.equals(other.name);<br>}</code></pre>","java Chapter3 equals override overload"
"「public boolean equals(Object obj)」というシグネチャを持つ、Objectクラスのメソッドは何か？","equals メソッドである。<br><br>【解説】<br>MapやSetなど標準ライブラリは「Object型の引数を取るequals」を前提に動作する。シグネチャが異なるメソッドは呼び出されない。郵便局の例えでは、郵便局が理解する標準フォーマットに沿って住所を登録し直すイメージ。<br><pre><code>public boolean equals(Object obj)</code></pre>","java Chapter3 equals override overload"
"boolean equals(MyClass other) のように引数型を変えて定義した場合、equalsはオーバーライドかオーバーロードか？","オーバーロード（別メソッドの追加）であり、Objectから継承された equals(Object) はそのまま残る。<br><br>【解説】<br>動的バインディングで選択されるのは「コンパイル時に決まっているメソッドシグネチャ」のみ。SetやMapは equals(Object) を呼ぶため、equals(MyClass other) だけでは重複判定が期待通りにならない。<br><pre><code>// これはオーバーロード。equals(Object)は残ったまま<br>boolean equals(Person other) { ... }</code></pre>","java Chapter3 equals override overload"
"equalsをオーバーライドする際に、対応させておくべきもう一つのメソッドは何か？","hashCode である。<br><br>【解説】<br>equalsで等しいと判定するオブジェクトは、hashCodeも同じ値を返す必要がある。対応させていないとハッシュベースのコレクション（HashSet, HashMap）で一貫した動作が得られない。<br><pre><code>@Override<br>public int hashCode() {<br>    return name.hashCode();<br>}</code></pre>","java Chapter3 equals hashCode null"
"null安全に2つの参照の等価比較を行うには、どのユーティリティを使うか？","Objects.equals(a, b) を用いる。<br><br>【解説】<br>null.equals(x) は実行時にNullPointerExceptionになる。非null側からequalsを呼ぶか、Objects.equals(a, b) で両方がnullのときもtrue、片方だけnullのときfalseを返す比較ができる。<br><pre><code>Objects.equals(a, b)  // null安全</code></pre>","java Chapter3 equals null"
"& 演算子をブール値に使った場合、右辺は必ず評価されるか、されないか？","必ず評価される。<br><br>【解説】<br>& はビット単位ANDおよびブールの論理ANDの両方に使われるが、ブールに使った場合でも両辺を必ず評価する。一方 && は左辺がfalseのとき右辺を評価しない（短絡評価）。<br><pre><code>boolean result2 = isRaining & checkUmbrella(); // checkUmbrella()は必ず呼ばれる</code></pre>","java Chapter3 bitwise logical and"
